	WORD	CEFR	CLUE
406	byte	b2	['the act of changing one thing for another thing', 'animal hunted or caught for food', 'goods or money obtained illegally']
407	bäck	b2	['a natural stream of water smaller than a river (and often a tributary of a river)']
408	bädd	a1	['a plot of ground in which plants are growing']
409	bänk	b2	['a long seat for more than one person']
410	bär	a2	['any of numerous small and pulpy edible fruits; used as desserts or in making jams and jellies and preserves', 'a small fruit having any of various structures, e.g., simple (grape or blueberry) or aggregate (blackberry or raspberry)']
411	bära	c1	['move while holding up or supporting']
412	bärare	c1	['a person employed to carry luggage and supplies', 'a person who wears or carries or displays something as a body covering or accessory']
413	bättring	b2	['gradual healing (through rest) after sickness or injury']
414	bål	b2	['an iced mixed drink usually containing alcohol and prepared for multiple servings; normally served in a punch bowl']
415	bås	c1	['small area set off by walls for special use']
416	båt	a1	['a small vessel for travel on water']
417	böja	b2	"['cause (a plastic object) to assume a crooked or angular form', 'bend a joint', ""bend one's back forward from the waist on down""]"
418	böjning	c1	['the trace of a point whose direction of motion changes']
419	bölja	a2	['a large sea wave']
420	bön	b2	['the act of communicating with a deity (especially as a petition or in adoration or contrition or thanksgiving)']
421	böna	a2	['any of various edible seeds of plants of the family Leguminosae used for food']
422	börda	b2	['weight to be borne or conveyed']
423	börja	a2	['set in motion, cause to start']
424	början	b1	['the first part or section of something', 'the time at which something is supposed to begin']
425	böter	c1	['a summons issued to an offender (especially to someone who violates a traffic regulation)']
426	cancer	a1	['any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream']
427	cappuccino	a2	['equal parts of espresso and hot milk topped with cinnamon and nutmeg and usually whipped cream']
428	cell	b2	['(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals', 'a room where a prisoner is kept', 'small room in which a monk or nun lives']
429	centimeter	a2	['a metric unit of length equal to one hundredth of a meter']
430	central	a2	['in or near a center or constituting a center; the inner area']
431	centrifugera	b2	['rotate at very high speed in order to separate the liquids from the solids']
432	centrum	a2	['a building dedicated to a particular activity']
433	ceremoni	c1	['a formal event performed on a special occasion']
434	champagne	a2	['a white sparkling wine either produced in Champagne or resembling that produced there']
435	charkuteri	a2	['a delicatessen that specializes in meats']
436	chef	b2	['someone who manages a government agency or department', 'a person who exercises control over workers', 'a person who is in charge']
437	chips	b1	['electronic equipment consisting of a small crystal of a silicon semiconductor fabricated to carry out a number of electronic functions in an integrated circuit', 'a thin crisp slice of potato fried in deep fat']
438	chock	b1	['the feeling of distress and disbelief that you have when something bad happens accidentally']
439	chockera	c1	['strike with disgust or revulsion']
440	choklad	b1	['a food made from roasted ground cacao beans']
441	cigarett	b1	['finely ground tobacco wrapped in paper; for smoking']
442	cigarr	a2	['a roll of tobacco for smoking']
443	cirkel	c1	['ellipse in which the two axes are of equal length; a plane curve generated by one point moving at a constant distance from a fixed point']
444	cirkulera	a2	['cause to become widely known']
445	citat	a2	['a passage or expression that is quoted or cited']
446	citera	b2	['repeat a passage from']
447	civil	a2	['associated with civil life or performed by persons who are not active members of the military']
448	college	c1	['an institution of higher education created to educate and grant degrees; often a part of a university']
449	curry	b2	['(East Indian cookery) a pungent dish of vegetables or meats flavored with curry powder and usually eaten with rice']
450	cykel	b2	['a periodically repeated sequence of events']
451	cyklist	c1	['a person who rides a bicycle']
452	dag	a2	['time for Earth to make a complete rotation on its axis']
453	dagordning	b2	['a temporally organized plan for matters to be attended to', 'a list of matters to be taken up (as at a meeting)']
454	dagstidning	b2	['a newspaper that is published every day']
455	dal	b2	['a long depression in the surface of the land that usually contains a river']
456	dam	a2	['a polite name for any woman']
457	damm	b2	['fine powdery material such as dry earth or pollen that can be blown about in the air']
458	dammsuga	a2	['clean with a vacuum cleaner']
459	dansa	a1	['move in a pattern; usually to musical accompaniment; do or perform a dance']
460	dator	a2	['a machine for performing calculations automatically']
461	datum	b2	['the specified day of the month']
462	debatt	b2	['the formal presentation of a stated proposition and the opposition to it (usually followed by a vote)']
463	debut	b1	['appear for the first time in public']
464	decennium	c1	['a period of 10 years']
465	deciliter	a2	['a metric unit of volume equal to one tenth of a liter']
466	defensiv	b2	"['intended or appropriate for defending against or deterring aggression or attack', ""an attitude of defensiveness (especially in the phrase `on the defensive')""]"
467	definiera	c1	['give a definition for the meaning of a word']
468	definition	b2	['clarity of outline', 'a concise explanation of the meaning of a word or phrase or symbol']
469	deg	b1	['a flour mixture stiff enough to knead or roll']
470	deklaration	b2	['a statement that is emphatic and explicit (spoken or written)']
471	del	b2	['one of several parts or pieces that fit with others to constitute a whole object', 'something determined in relation to something that includes it']
472	dela	c1	['use jointly or in common', 'separate into parts or portions']
473	delfin	b1	['any of various small toothed whales with a beaklike snout; larger than porpoises', 'large slender food and game fish widely distributed in warm seas (especially around Hawaii)']
474	delta	c1	['become a participant; be involved in', 'share in something']
475	deltagare	a1	['someone who takes part in an activity']
476	demokrati	a2	['a political system in which the supreme power lies in a body of citizens who can elect people to represent them']
477	demokratisk	c1	['characterized by or advocating or based upon the principles of democracy or social equality; ; ; - George du Maurier']
478	demonstrant	b2	['someone who participates in a public display of group feeling']
479	demonstration	c1	['a public display of group feelings (usually of a political nature)', 'a visual presentation showing how something works']
480	demonstrera	a2	['march in protest; take part in a demonstration']
